file_name,samp_per_pix,n_rows_image,n_cols_image
2075197249.dcm,1,4096,3328
2097686547.dcm,1,4096,3328
601752984.dcm,1,4096,3328
669333419.dcm,1,4096,3328
710230833.dcm,1,4096,3328
736586842.dcm,1,4096,3328
879230812.dcm,1,4096,3328
994268462.dcm,1,4096,3328
1157787612.dcm,1,4096,3328
144276590.dcm,1,4096,3328
2140128268.dcm,1,4096,3328
530901435.dcm,1,4096,3328
836547393.dcm,1,4096,3328
872502855.dcm,1,4096,3328
1785063121.dcm,1,4096,3328
223518962.dcm,1,4096,3328
921434133.dcm,1,4096,3328
970669287.dcm,1,4096,3328
1346264795.dcm,1,4096,3328
1525057239.dcm,1,4096,3328
534205102.dcm,1,4096,3328
928397425.dcm,1,4096,3328
221769983.dcm,1,2776,2082
280411831.dcm,1,2776,2082
451464995.dcm,1,2776,2082
456980968.dcm,1,2776,2082
1866053795.dcm,1,2294,1914
427559566.dcm,1,2294,1914
529097043.dcm,1,2294,1914
909970520.dcm,1,2294,1914
1266287964.dcm,1,4096,3328
754202234.dcm,1,4096,3328
798506642.dcm,1,4096,3328
896356073.dcm,1,4096,3328
1439900194.dcm,1,5355,4915
16943885.dcm,1,5355,4915
1906952624.dcm,1,5355,4915
2096423093.dcm,1,5355,4915
1388980178.dcm,1,4096,3328
1643689027.dcm,1,4096,3328
361755997.dcm,1,4096,3328
437676778.dcm,1,4096,3328
469817229.dcm,1,4096,3328
1400275006.dcm,1,5355,4915
14645136.dcm,1,5355,4915
1852467637.dcm,1,5355,4915
731603492.dcm,1,5355,4915
117100441.dcm,1,4096,3328
141933398.dcm,1,4096,3328
1988758353.dcm,1,4096,3328
842162280.dcm,1,4096,3328
1079344130.dcm,1,2294,1914
1135646421.dcm,1,2294,1914
1688920169.dcm,1,2294,1914
98628848.dcm,1,2294,1914
1167888675.dcm,1,4096,3328
697585938.dcm,1,4096,3328
714707817.dcm,1,4096,3328
716357282.dcm,1,4096,3328
892117237.dcm,1,4096,3328
943731268.dcm,1,4096,3328
1506400572.dcm,1,4096,3328
1578272518.dcm,1,4096,3328
318479814.dcm,1,4096,3328
563722487.dcm,1,4096,3328
1888142666.dcm,1,4096,3328
259520500.dcm,1,4096,3328
441231721.dcm,1,4096,3328
945546728.dcm,1,4096,3328
1978408099.dcm,1,3328,2560
357870043.dcm,1,3328,2560
719213197.dcm,1,3328,2560
943452515.dcm,1,3328,2560
1880608419.dcm,1,2776,2082
2012736034.dcm,1,2776,2082
312429178.dcm,1,2776,2082
756955074.dcm,1,2776,2082
1749818761.dcm,1,2294,1914
485727662.dcm,1,2294,1914
544311047.dcm,1,2294,1914
889783240.dcm,1,2294,1914
1265698872.dcm,1,5355,4915
60823005.dcm,1,5355,4915
716036112.dcm,1,5355,4915
790546757.dcm,1,5355,4915
2118051377.dcm,1,4096,3328
2141609070.dcm,1,4096,3328
86045152.dcm,1,4096,3328
945258418.dcm,1,4096,3328
1051275292.dcm,1,2776,2082
1063871025.dcm,1,2776,2082
1815050259.dcm,1,2776,2082
1903880000.dcm,1,2776,2082
170367972.dcm,1,2776,2082
1909387012.dcm,1,2776,2082
493471814.dcm,1,2776,2082
903982204.dcm,1,2776,2082
1211077172.dcm,1,3328,2560
1247403166.dcm,1,3328,2560
1662968027.dcm,1,3328,2560
1681887696.dcm,1,3328,2560
748784243.dcm,1,3328,2560
1038058726.dcm,1,5355,4915
1807619795.dcm,1,5355,4915
203732914.dcm,1,5355,4915
907259636.dcm,1,5355,4915
2067984789.dcm,1,4096,3328
273368628.dcm,1,4096,3328
479942130.dcm,1,4096,3328
751528612.dcm,1,4096,3328
95958525.dcm,1,4096,3328
1301205781.dcm,1,4096,3328
172111410.dcm,1,4096,3328
2088390027.dcm,1,4096,3328
229467345.dcm,1,4096,3328
483108626.dcm,1,2776,2082
523667445.dcm,1,2776,2082
666142919.dcm,1,2776,2082
764396665.dcm,1,2776,2082
1337973567.dcm,1,5928,4728
1407486626.dcm,1,5928,4728
1544824062.dcm,1,5928,4728
2066478383.dcm,1,5928,4728
2100503069.dcm,1,5928,4728
505557225.dcm,1,5928,4728
1202143045.dcm,1,3328,2560
1430544484.dcm,1,3328,2560
1711348630.dcm,1,3328,2560
2111136786.dcm,1,3328,2560
226371029.dcm,1,3328,2560
328043237.dcm,1,3328,2560
1311446294.dcm,1,4096,3328
1798308450.dcm,1,4096,3328
474614192.dcm,1,4096,3328
892386007.dcm,1,4096,3328
1419907617.dcm,1,2776,2082
1506300609.dcm,1,2776,2082
1540065129.dcm,1,2776,2082
2134648558.dcm,1,2776,2082
1161059674.dcm,1,4096,3328
1214544632.dcm,1,4096,3328
1260722849.dcm,1,4096,3328
1494555739.dcm,1,4096,3328
166083945.dcm,1,4096,3328
1674982060.dcm,1,4096,3328
533340295.dcm,1,4096,3328
643762951.dcm,1,4096,3328
1410949311.dcm,1,5355,4915
1649269286.dcm,1,5355,4915
1899094897.dcm,1,5355,4915
434654907.dcm,1,5355,4915
1220128431.dcm,1,5355,4915
2110392536.dcm,1,5355,4915
535257304.dcm,1,5355,4915
945198698.dcm,1,5355,4915
1581911438.dcm,1,3328,2560
1708629804.dcm,1,3328,2560
198309131.dcm,1,3328,2560
2038616100.dcm,1,3328,2560
1136731809.dcm,1,3062,2394
1747436445.dcm,1,3062,2394
188909909.dcm,1,3062,2394
1952865991.dcm,1,3062,2394
1957547920.dcm,1,3062,2394
786599298.dcm,1,3062,2394
1349648990.dcm,1,4096,3328
1429651554.dcm,1,4096,3328
1980100178.dcm,1,4096,3328
392546507.dcm,1,4096,3328
819467577.dcm,1,4096,3328
1597980319.dcm,1,5355,4915
1892903048.dcm,1,5355,4915
651370368.dcm,1,5355,4915
965029537.dcm,1,5355,4915
1394587293.dcm,1,5355,4915
168990705.dcm,1,5355,4915
1784099400.dcm,1,5355,4915
785424241.dcm,1,5355,4915
106544920.dcm,1,4096,3328
1230437394.dcm,1,4096,3328
1640139569.dcm,1,4096,3328
390377373.dcm,1,4096,3328
1007877259.dcm,1,2776,2082
1095404760.dcm,1,2776,2082
1554351570.dcm,1,2776,2082
897567446.dcm,1,2776,2082
1068798899.dcm,1,5355,4915
1946527937.dcm,1,5355,4915
244203227.dcm,1,5355,4915
323231298.dcm,1,5355,4915
1030603813.dcm,1,3328,2560
669303826.dcm,1,3328,2560
678515696.dcm,1,3328,2560
685239979.dcm,1,3328,2560
851591267.dcm,1,3328,2560
2118502275.dcm,1,5928,4728
2122889573.dcm,1,5928,4728
383735720.dcm,1,5928,4728
867622313.dcm,1,5928,4728
1323315715.dcm,1,4096,3328
142177734.dcm,1,4096,3328
1562558660.dcm,1,4096,3328
1961468653.dcm,1,4096,3328
1494956649.dcm,1,4096,3328
1552319921.dcm,1,4096,3328
2094643305.dcm,1,4096,3328
901398975.dcm,1,4096,3328
95915920.dcm,1,4096,3328
2012479752.dcm,1,3062,2394
359860079.dcm,1,3062,2394
440013779.dcm,1,3062,2394
458684637.dcm,1,3062,2394
778199307.dcm,1,3062,2394
1193782870.dcm,1,5355,4915
1280595595.dcm,1,5355,4915
2101268408.dcm,1,5355,4915
964564281.dcm,1,5355,4915
1816338366.dcm,1,4096,3328
2017848536.dcm,1,4096,3328
2123521632.dcm,1,4096,3328
587787792.dcm,1,4096,3328
691198916.dcm,1,4096,3328
825155955.dcm,1,4096,3328
1121031318.dcm,1,3328,2560
2036565035.dcm,1,3328,2560
275794964.dcm,1,3328,2560
486193217.dcm,1,3328,2560
1946821776.dcm,1,3062,2394
313222584.dcm,1,2294,1914
372135844.dcm,1,2294,1914
761662350.dcm,1,3062,2394
109459699.dcm,1,4096,3328
1168286674.dcm,1,4096,3328
226445847.dcm,1,4096,3328
243684085.dcm,1,4096,3328
698781657.dcm,1,4096,3328
1191007510.dcm,1,3062,2394
522717203.dcm,1,3062,2394
591145944.dcm,1,3062,2394
777695925.dcm,1,3062,2394
1371699572.dcm,1,4096,3328
1528340918.dcm,1,4096,3328
2040824832.dcm,1,4096,3328
2146077464.dcm,1,4096,3328
793792303.dcm,1,4096,3328
887488999.dcm,1,4096,3328
997927812.dcm,1,4096,3328
1520837143.dcm,1,4096,3328
168061729.dcm,1,4096,3328
2144184086.dcm,1,4096,3328
659042280.dcm,1,4096,3328
992732659.dcm,1,4096,3328
1097076486.dcm,1,4096,3328
1172986672.dcm,1,4096,3328
1636637055.dcm,1,4096,3328
702373410.dcm,1,4096,3328
759183805.dcm,1,4096,3328
1136374606.dcm,1,3328,2560
194282382.dcm,1,3328,2560
244264276.dcm,1,3328,2560
972772984.dcm,1,3328,2560
1750369306.dcm,1,3328,2560
1894196464.dcm,1,3328,2560
2097607057.dcm,1,3328,2560
2143211553.dcm,1,3328,2560
532877611.dcm,1,3328,2560
630508639.dcm,1,3328,2560
1535223756.dcm,1,4096,3328
1993703493.dcm,1,4096,3328
522068206.dcm,1,4096,3328
769263345.dcm,1,4096,3328
793084266.dcm,1,4096,3328
1187822006.dcm,1,5355,4915
1769234601.dcm,1,5355,4915
2074439666.dcm,1,5355,4915
27073411.dcm,1,5355,4915
1543672008.dcm,1,2776,2082
1567232659.dcm,1,2776,2082
2098746338.dcm,1,2776,2082
335703372.dcm,1,2776,2082
1026238054.dcm,1,2294,1914
1081944961.dcm,1,2294,1914
1978711368.dcm,1,2294,1914
2075658562.dcm,1,2294,1914
229952117.dcm,1,2294,1914
285721109.dcm,1,2294,1914
469381934.dcm,1,2294,1914
650006359.dcm,1,2294,1914
706095203.dcm,1,2294,1914
1159321127.dcm,1,2776,2082
1447554621.dcm,1,2776,2082
1612619104.dcm,1,2776,2082
328233023.dcm,1,2776,2082
161512240.dcm,1,4096,3328
2084119701.dcm,1,4096,3328
269665260.dcm,1,4096,3328
802148679.dcm,1,4096,3328
1007683306.dcm,1,3328,2560
695308176.dcm,1,3328,2560
743466894.dcm,1,3328,2560
994588926.dcm,1,3328,2560
1110412361.dcm,1,5355,4915
1237905181.dcm,1,5355,4915
1761592877.dcm,1,5355,4915
1788400148.dcm,1,5355,4915
1184371405.dcm,1,5355,4915
1972994064.dcm,1,5355,4915
724520365.dcm,1,5355,4915
888193027.dcm,1,5355,4915
1356385118.dcm,1,3328,2560
1731652406.dcm,1,3328,2560
43526028.dcm,1,3328,2560
775111178.dcm,1,3328,2560
971561028.dcm,1,3328,2560
1493111798.dcm,1,4096,3328
1865873350.dcm,1,4096,3328
833640204.dcm,1,4096,3328
846076599.dcm,1,4096,3328
1006815222.dcm,1,4096,3328
1692155747.dcm,1,4096,3328
2067382961.dcm,1,4096,3328
511760206.dcm,1,4096,3328
731650119.dcm,1,4096,3328
876124692.dcm,1,4096,3328
92569374.dcm,1,4096,3328
998290222.dcm,1,4096,3328
1060916157.dcm,1,2294,1914
116759476.dcm,1,2294,1914
1333097936.dcm,1,2294,1914
2077551195.dcm,1,2294,1914
946035961.dcm,1,2294,1914
971247598.dcm,1,2294,1914
1412061279.dcm,1,4096,3328
1430679529.dcm,1,4096,3328
530433380.dcm,1,4096,3328
643502901.dcm,1,4096,3328
675434543.dcm,1,4096,3328
685680891.dcm,1,4096,3328
770796094.dcm,1,4096,3328
2055441269.dcm,1,4096,3328
216760793.dcm,1,4096,3328
481979273.dcm,1,4096,3328
52731467.dcm,1,4096,3328
827818239.dcm,1,4096,3328
1376236757.dcm,1,2294,1914
1695141844.dcm,1,2294,1914
1705459167.dcm,1,2294,1914
578615980.dcm,1,2294,1914
1753884175.dcm,1,2776,2082
2113253012.dcm,1,2776,2082
757264332.dcm,1,2776,2082
815765009.dcm,1,2776,2082
1122644150.dcm,1,5355,4915
1138674914.dcm,1,5355,4915
1767831819.dcm,1,5355,4915
408013077.dcm,1,5355,4915
1537174127.dcm,1,5355,4915
26728292.dcm,1,5355,4915
445647630.dcm,1,5355,4915
509829780.dcm,1,5355,4915
1022623046.dcm,1,3328,2560
1690916635.dcm,1,3328,2560
307523548.dcm,1,3328,2560
799675392.dcm,1,3328,2560
1704783921.dcm,1,5355,4915
1774937276.dcm,1,5355,4915
2072343935.dcm,1,5355,4915
39486088.dcm,1,5355,4915
116830755.dcm,1,4096,3328
1335349892.dcm,1,4096,3328
1369850751.dcm,1,4096,3328
1538569455.dcm,1,4096,3328
447687980.dcm,1,4096,3328
1061002667.dcm,1,2776,2082
1154366430.dcm,1,2776,2082
353547404.dcm,1,2776,2082
493829825.dcm,1,2776,2082
178091922.dcm,1,4096,3328
204401957.dcm,1,4096,3328
2073820183.dcm,1,4096,3328
779792926.dcm,1,4096,3328
885151891.dcm,1,4096,3328
131185681.dcm,1,4096,3328
1672038644.dcm,1,4096,3328
2110246796.dcm,1,4096,3328
540008632.dcm,1,4096,3328
542002835.dcm,1,4096,3328
1013727727.dcm,1,5355,4915
1076134619.dcm,1,5355,4915
1188962795.dcm,1,5355,4915
2077927607.dcm,1,5355,4915
1347798501.dcm,1,5355,4915
1980595634.dcm,1,5355,4915
345833101.dcm,1,5355,4915
664424994.dcm,1,5355,4915
109685370.dcm,1,5355,4915
1490275786.dcm,1,5355,4915
1596042455.dcm,1,5355,4915
690045011.dcm,1,5355,4915
160802697.dcm,1,5355,4915
1675617544.dcm,1,5355,4915
1944589655.dcm,1,5355,4915
601139502.dcm,1,5355,4915
1130109164.dcm,1,4096,3328
1422320362.dcm,1,4096,3328
247965241.dcm,1,4096,3328
468938105.dcm,1,4096,3328
726652269.dcm,1,4096,3328
990049412.dcm,1,4096,3328
1310756692.dcm,1,3328,2560
1443841670.dcm,1,3328,2560
408871991.dcm,1,3328,2560
903360252.dcm,1,3328,2560
1072844002.dcm,1,4096,3328
1335012445.dcm,1,4096,3328
1765591879.dcm,1,4096,3328
289715384.dcm,1,4096,3328
1202873895.dcm,1,2776,2082
1546223258.dcm,1,2776,2082
1904169050.dcm,1,2776,2082
315853188.dcm,1,2776,2082
1373469787.dcm,1,4096,3328
1704677433.dcm,1,4096,3328
766198947.dcm,1,4096,3328
856203332.dcm,1,4096,3328
1150064750.dcm,1,2776,2082
1620149813.dcm,1,2776,2082
1889183054.dcm,1,2776,2082
624298422.dcm,1,2776,2082
1126631940.dcm,1,4096,3328
1298236465.dcm,1,4096,3328
1803374152.dcm,1,4096,3328
1884244989.dcm,1,4096,3328
1262638817.dcm,1,2776,2082
1562964490.dcm,1,2776,2082
1944703225.dcm,1,2776,2082
1968632066.dcm,1,2776,2082
1220817050.dcm,1,4096,3328
1369214105.dcm,1,4096,3328
1466744386.dcm,1,4096,3328
223607244.dcm,1,4096,3328
866757261.dcm,1,4096,3328
979974007.dcm,1,4096,3328
115934161.dcm,1,4096,3328
121397603.dcm,1,4096,3328
209780787.dcm,1,4096,3328
934709115.dcm,1,4096,3328
1333970351.dcm,1,4096,3328
1904337181.dcm,1,4096,3328
72084576.dcm,1,4096,3328
75284271.dcm,1,4096,3328
104616814.dcm,1,4096,3328
1080307280.dcm,1,4096,3328
294218626.dcm,1,4096,3328
340043727.dcm,1,4096,3328
1094355847.dcm,1,3062,2394
1175232250.dcm,1,3062,2394
2087599778.dcm,1,3062,2394
569767194.dcm,1,3062,2394
1002876313.dcm,1,3328,2560
1333352934.dcm,1,3328,2560
1981134602.dcm,1,3328,2560
293344794.dcm,1,3328,2560
586541748.dcm,1,3328,2560
1316429535.dcm,1,5355,4915
864648457.dcm,1,5355,4915
910198588.dcm,1,5355,4915
984852709.dcm,1,5355,4915
1362919630.dcm,1,3328,2560
1826938798.dcm,1,3328,2560
218134651.dcm,1,3328,2560
981173277.dcm,1,3328,2560
1485438281.dcm,1,4096,3328
1784006354.dcm,1,4096,3328
382790632.dcm,1,4096,3328
389182330.dcm,1,4096,3328
1249850962.dcm,1,2294,1914
1676925990.dcm,1,2294,1914
1888901970.dcm,1,2294,1914
539783609.dcm,1,2294,1914
1002333746.dcm,1,4096,3328
1087166625.dcm,1,4096,3328
2076006999.dcm,1,4096,3328
465760049.dcm,1,4096,3328
1219796651.dcm,1,4096,3328
1686557294.dcm,1,4096,3328
1720876482.dcm,1,4096,3328
331703716.dcm,1,4096,3328
1039647668.dcm,1,4096,3328
1232643160.dcm,1,4096,3328
1385415973.dcm,1,4096,3328
871539516.dcm,1,4096,3328
1217044913.dcm,1,4096,3328
1769275123.dcm,1,4096,3328
1774988590.dcm,1,4096,3328
1786596024.dcm,1,4096,3328
407797154.dcm,1,4096,3328
625875765.dcm,1,4096,3328
1121560897.dcm,1,5355,4915
1366830826.dcm,1,5355,4915
2144816741.dcm,1,5355,4915
586387722.dcm,1,5355,4915
1092668869.dcm,1,3328,2560
1311746521.dcm,1,3328,2560
1607044831.dcm,1,3328,2560
1760222227.dcm,1,3328,2560
1454941068.dcm,1,5355,4915
1880268513.dcm,1,5355,4915
231824615.dcm,1,5355,4915
586713670.dcm,1,5355,4915
151528704.dcm,1,3328,2560
1543966021.dcm,1,3328,2560
2113389089.dcm,1,3328,2560
556005449.dcm,1,3328,2560
692606566.dcm,1,3328,2560
974047320.dcm,1,3328,2560
114529190.dcm,1,4096,3328
1611074443.dcm,1,4096,3328
463798612.dcm,1,4096,3328
630769850.dcm,1,4096,3328
1009483269.dcm,1,4096,3328
1223569992.dcm,1,4096,3328
1880776532.dcm,1,4096,3328
2015312477.dcm,1,4096,3328
382116832.dcm,1,4096,3328
506550282.dcm,1,4096,3328
863544058.dcm,1,4096,3328
1866707330.dcm,1,2776,2082
1922679376.dcm,1,2776,2082
2064191295.dcm,1,2776,2082
700278937.dcm,1,2776,2082
1188808049.dcm,1,2294,1914
1754676272.dcm,1,2294,1914
1875612009.dcm,1,2294,1914
764426739.dcm,1,2294,1914
2022555758.dcm,1,5355,4915
281320831.dcm,1,5355,4915
726254688.dcm,1,5355,4915
778230591.dcm,1,5355,4915
1111464932.dcm,1,2294,1914
1248674660.dcm,1,2294,1914
184040635.dcm,1,2294,1914
551580648.dcm,1,2294,1914
147372003.dcm,1,4096,3328
209219120.dcm,1,4096,3328
281880952.dcm,1,4096,3328
363585596.dcm,1,4096,3328
1157968085.dcm,1,2776,2082
1387281467.dcm,1,2776,2082
1669002949.dcm,1,2776,2082
979994772.dcm,1,2776,2082
1644797365.dcm,1,5355,4915
1733635313.dcm,1,5355,4915
32752422.dcm,1,5355,4915
493586599.dcm,1,5355,4915
356536145.dcm,1,5355,4915
413588570.dcm,1,5355,4915
539587330.dcm,1,5355,4915
652409788.dcm,1,5355,4915
1039513167.dcm,1,3328,2560
2093257006.dcm,1,3328,2560
523695617.dcm,1,3328,2560
635405524.dcm,1,3328,2560
755593875.dcm,1,3328,2560
1465776320.dcm,1,4096,3328
1526052514.dcm,1,4096,3328
1579128234.dcm,1,4096,3328
1835584033.dcm,1,4096,3328
1008138497.dcm,1,3328,2560
178902939.dcm,1,3328,2560
9094382.dcm,1,3328,2560
917367329.dcm,1,3328,2560
1796267664.dcm,1,5928,4728
2005925393.dcm,1,5928,4728
2092377380.dcm,1,5928,4728
769986770.dcm,1,5928,4728
1689694563.dcm,1,3062,2394
2086187496.dcm,1,3062,2394
436926151.dcm,1,3062,2394
792033861.dcm,1,3062,2394
1037343614.dcm,1,4096,3328
1141803873.dcm,1,4096,3328
119334262.dcm,1,4096,3328
378328520.dcm,1,4096,3328
1133123940.dcm,1,2776,2082
171009659.dcm,1,2776,2082
184204863.dcm,1,2776,2082
1846062471.dcm,1,2776,2082
1368162701.dcm,1,2776,2082
1479131466.dcm,1,2776,2082
352947198.dcm,1,2776,2082
969305860.dcm,1,2776,2082
1385874344.dcm,1,5355,4915
1766132603.dcm,1,5355,4915
2146195555.dcm,1,5355,4915
521259668.dcm,1,5355,4915
1705412282.dcm,1,4096,3328
1933996817.dcm,1,4096,3328
194199480.dcm,1,4096,3328
2106303742.dcm,1,4096,3328
104140326.dcm,1,2776,2082
1457861787.dcm,1,2776,2082
22192873.dcm,1,2776,2082
229961563.dcm,1,2776,2082
1250780790.dcm,1,4096,3328
127386492.dcm,1,4096,3328
1400464385.dcm,1,4096,3328
384397855.dcm,1,4096,3328
1503336994.dcm,1,4096,3328
1651228840.dcm,1,4096,3328
1664386744.dcm,1,4096,3328
1728007689.dcm,1,4096,3328
2142158743.dcm,1,4096,3328
1735361156.dcm,1,4096,3328
1890734198.dcm,1,4096,3328
1940266210.dcm,1,4096,3328
982983067.dcm,1,4096,3328
1013293922.dcm,1,4096,3328
1180557171.dcm,1,4096,3328
1675783716.dcm,1,4096,3328
379849300.dcm,1,4096,3328
595654859.dcm,1,4096,3328
839320714.dcm,1,4096,3328
1271495046.dcm,1,2776,2082
1717259806.dcm,1,2776,2082
946318581.dcm,1,2776,2082
951624387.dcm,1,2776,2082
1224249698.dcm,1,2294,1914
1665540274.dcm,1,2294,1914
35706124.dcm,1,2294,1914
679031381.dcm,1,2294,1914
1167243208.dcm,1,3328,2560
1282710597.dcm,1,3328,2560
2039099930.dcm,1,3328,2560
903711045.dcm,1,3328,2560
1070965208.dcm,1,4096,3328
1243654017.dcm,1,4096,3328
1467163177.dcm,1,4096,3328
445415718.dcm,1,4096,3328
469682347.dcm,1,4096,3328
495295193.dcm,1,4096,3328
852750970.dcm,1,4096,3328
910299347.dcm,1,4096,3328
945341926.dcm,1,4096,3328
1012587454.dcm,1,4096,3328
1254608112.dcm,1,4096,3328
1333898112.dcm,1,4096,3328
458000719.dcm,1,4096,3328
1283043362.dcm,1,2776,2082
1348715972.dcm,1,2776,2082
1380112717.dcm,1,2776,2082
166179621.dcm,1,2776,2082
1976392554.dcm,1,2776,2082
693948595.dcm,1,2776,2082
1084664784.dcm,1,4096,3328
1303578144.dcm,1,4096,3328
33129177.dcm,1,4096,3328
987814768.dcm,1,4096,3328
1022878191.dcm,1,3328,2560
1713065880.dcm,1,3328,2560
790239420.dcm,1,3328,2560
862446968.dcm,1,3328,2560
1329290476.dcm,1,5355,4915
1460999561.dcm,1,5355,4915
2046533909.dcm,1,5355,4915
762878024.dcm,1,5355,4915
1026445146.dcm,1,4096,3328
1098542568.dcm,1,4096,3328
1607662103.dcm,1,4096,3328
290779183.dcm,1,4096,3328
2052220587.dcm,1,4096,3328
233203633.dcm,1,4096,3328
426708887.dcm,1,4096,3328
466868011.dcm,1,4096,3328
1347008735.dcm,1,5355,4915
1396224948.dcm,1,5355,4915
160491505.dcm,1,5355,4915
2093791564.dcm,1,5355,4915
1219501838.dcm,1,4096,3328
1862867803.dcm,1,4096,3328
1880105848.dcm,1,4096,3328
1909882270.dcm,1,4096,3328
492635806.dcm,1,4096,3328
1381451290.dcm,1,4096,3328
1567569834.dcm,1,4096,3328
739707856.dcm,1,4096,3328
779922386.dcm,1,4096,3328
925325342.dcm,1,4096,3328
1227615519.dcm,1,5355,4915
1633150313.dcm,1,5355,4915
1757393864.dcm,1,5355,4915
748912825.dcm,1,5355,4915
1032542264.dcm,1,5355,4915
1082796717.dcm,1,5355,4915
207302209.dcm,1,5355,4915
2086972526.dcm,1,5355,4915
1615141335.dcm,1,3328,2560
1740694629.dcm,1,3328,2560
414590840.dcm,1,3328,2560
472810175.dcm,1,3328,2560
901381390.dcm,1,3328,2560
1117489632.dcm,1,2294,1914
1825695609.dcm,1,2294,1914
2131442739.dcm,1,2294,1914
268581411.dcm,1,2294,1914
29059879.dcm,1,2294,1914
538070186.dcm,1,2294,1914
585961964.dcm,1,2294,1914
1094259585.dcm,1,4096,3328
1434494645.dcm,1,4096,3328
1799518934.dcm,1,4096,3328
1818973308.dcm,1,4096,3328
5002218.dcm,1,4096,3328
891664732.dcm,1,4096,3328
1440650112.dcm,1,2776,2082
1563623770.dcm,1,2776,2082
1720659042.dcm,1,2776,2082
1728004332.dcm,1,2776,2082
108051053.dcm,1,3328,2560
1573200094.dcm,1,3328,2560
1957875814.dcm,1,3328,2560
299589511.dcm,1,3328,2560
38154743.dcm,1,3328,2560
1220450077.dcm,1,4096,3328
1847613305.dcm,1,4096,3328
1898753940.dcm,1,4096,3328
194049996.dcm,1,4096,3328
335016374.dcm,1,4096,3328
453124081.dcm,1,4096,3328
497946051.dcm,1,4096,3328
794417411.dcm,1,4096,3328
1733937107.dcm,1,4096,3328
1757617402.dcm,1,4096,3328
1966479153.dcm,1,4096,3328
997382777.dcm,1,4096,3328
1569526234.dcm,1,4096,3328
1923231504.dcm,1,4096,3328
430162773.dcm,1,4096,3328
902308691.dcm,1,4096,3328
109533347.dcm,1,2776,2082
1580789743.dcm,1,2776,2082
1946323653.dcm,1,2776,2082
457117110.dcm,1,2776,2082
1241393605.dcm,1,3328,2560
2021379435.dcm,1,3328,2560
42492788.dcm,1,3328,2560
489382262.dcm,1,3328,2560
1561209997.dcm,1,3062,2394
5576040.dcm,1,3062,2394
609097651.dcm,1,3062,2394
724225181.dcm,1,3062,2394
1712396740.dcm,1,2294,1914
185886586.dcm,1,2294,1914
1914401586.dcm,1,2294,1914
225508700.dcm,1,2294,1914
665212164.dcm,1,2294,1914
1354054125.dcm,1,2294,1914
1607840657.dcm,1,2294,1914
370141925.dcm,1,2294,1914
909374161.dcm,1,2294,1914
1191968988.dcm,1,2776,2082
1832280686.dcm,1,2776,2082
405461838.dcm,1,2776,2082
960179116.dcm,1,2776,2082
1267984123.dcm,1,4096,3328
1871857944.dcm,1,4096,3328
1968979863.dcm,1,4096,3328
780126391.dcm,1,4096,3328
332081165.dcm,1,4096,3328
484765345.dcm,1,4096,3328
82396292.dcm,1,4096,3328
928499565.dcm,1,4096,3328
976834772.dcm,1,4096,3328
1728222638.dcm,1,4096,3328
176887634.dcm,1,4096,3328
613720434.dcm,1,4096,3328
721849514.dcm,1,4096,3328
2090555582.dcm,1,4096,3328
224435633.dcm,1,4096,3328
407947827.dcm,1,4096,3328
562388167.dcm,1,4096,3328
8499002.dcm,1,4096,3328
945548941.dcm,1,4096,3328
110331672.dcm,1,4096,3328
1158155976.dcm,1,4096,3328
1239079415.dcm,1,4096,3328
1482048382.dcm,1,4096,3328
1335458719.dcm,1,3328,2560
2131134231.dcm,1,3328,2560
397844551.dcm,1,3328,2560
620165740.dcm,1,3328,2560
1127789563.dcm,1,4096,3328
1359090026.dcm,1,4096,3328
743986325.dcm,1,4096,3328
856433008.dcm,1,4096,3328
1199920352.dcm,1,4096,3328
16670985.dcm,1,4096,3328
1732575664.dcm,1,4096,3328
404270717.dcm,1,4096,3328
891091752.dcm,1,4096,3328
916288197.dcm,1,4096,3328
1050069127.dcm,1,5355,4915
1354450630.dcm,1,5355,4915
1773241547.dcm,1,5355,4915
1801297244.dcm,1,5355,4915
1012190710.dcm,1,3328,2560
1194095884.dcm,1,3328,2560
1713214584.dcm,1,3328,2560
1797685171.dcm,1,3328,2560
473674756.dcm,1,3328,2560
511195816.dcm,1,3328,2560
1562163207.dcm,1,5355,4915
1701097785.dcm,1,5355,4915
2084685528.dcm,1,5355,4915
853408927.dcm,1,5355,4915
1321927791.dcm,1,2776,2082
1803373726.dcm,1,2776,2082
2079147995.dcm,1,2776,2082
870161306.dcm,1,2776,2082
1434352722.dcm,1,5355,4915
1522057190.dcm,1,5355,4915
1802211933.dcm,1,5355,4915
1910262517.dcm,1,5355,4915
377615657.dcm,1,4096,3328
500827464.dcm,1,4096,3328
843868885.dcm,1,4096,3328
852522812.dcm,1,4096,3328
1202709015.dcm,1,2776,2082
1494076531.dcm,1,2776,2082
628943490.dcm,1,2776,2082
983901806.dcm,1,2776,2082
1045807217.dcm,1,3328,2560
1935242393.dcm,1,3328,2560
198593196.dcm,1,3328,2560
406978011.dcm,1,3328,2560
64054131.dcm,1,3328,2560
1207259302.dcm,1,4096,3328
1467270629.dcm,1,4096,3328
450297993.dcm,1,4096,3328
553528170.dcm,1,4096,3328
1070038319.dcm,1,3328,2560
1192269369.dcm,1,3328,2560
1830572577.dcm,1,3328,2560
38086424.dcm,1,3328,2560
911833085.dcm,1,3328,2560
1043848088.dcm,1,4096,3328
