file_name,transfer_syntax_uid
1747838179.dcm,1.2.840.10008.1.2.4.70
1824102234.dcm,1.2.840.10008.1.2.4.70
812228127.dcm,1.2.840.10008.1.2.4.70
895146777.dcm,1.2.840.10008.1.2.4.70
1194520536.dcm,1.2.840.10008.1.2.4.70
1245826903.dcm,1.2.840.10008.1.2.4.70
1465778525.dcm,1.2.840.10008.1.2.4.70
247216577.dcm,1.2.840.10008.1.2.4.70
511335038.dcm,1.2.840.10008.1.2.4.70
914477107.dcm,1.2.840.10008.1.2.4.70
1427604072.dcm,1.2.840.10008.1.2.4.90
1979548225.dcm,1.2.840.10008.1.2.4.90
804269611.dcm,1.2.840.10008.1.2.4.90
987308818.dcm,1.2.840.10008.1.2.4.90
1650784405.dcm,1.2.840.10008.1.2.4.70
190732316.dcm,1.2.840.10008.1.2.4.70
418563323.dcm,1.2.840.10008.1.2.4.70
952806500.dcm,1.2.840.10008.1.2.4.70
157509761.dcm,1.2.840.10008.1.2.4.90
270983678.dcm,1.2.840.10008.1.2.4.90
51644622.dcm,1.2.840.10008.1.2.4.90
538738982.dcm,1.2.840.10008.1.2.4.90
1361619179.dcm,1.2.840.10008.1.2.4.90
1486205743.dcm,1.2.840.10008.1.2.4.90
72144314.dcm,1.2.840.10008.1.2.4.90
967964484.dcm,1.2.840.10008.1.2.4.90
1062559205.dcm,1.2.840.10008.1.2.4.90
1390390569.dcm,1.2.840.10008.1.2.4.90
2082894904.dcm,1.2.840.10008.1.2.4.90
372867978.dcm,1.2.840.10008.1.2.4.90
1016803766.dcm,1.2.840.10008.1.2.4.90
1959749116.dcm,1.2.840.10008.1.2.4.90
2010693630.dcm,1.2.840.10008.1.2.4.90
682364838.dcm,1.2.840.10008.1.2.4.90
1074702533.dcm,1.2.840.10008.1.2.4.70
1763676053.dcm,1.2.840.10008.1.2.4.70
208636548.dcm,1.2.840.10008.1.2.4.70
2096117179.dcm,1.2.840.10008.1.2.4.70
898520007.dcm,1.2.840.10008.1.2.4.70
2101606377.dcm,1.2.840.10008.1.2.4.70
2116272365.dcm,1.2.840.10008.1.2.4.70
427970946.dcm,1.2.840.10008.1.2.4.70
882946227.dcm,1.2.840.10008.1.2.4.70
111020467.dcm,1.2.840.10008.1.2.4.90
1360770089.dcm,1.2.840.10008.1.2.4.90
1924268326.dcm,1.2.840.10008.1.2.4.90
21872985.dcm,1.2.840.10008.1.2.4.90
1902834102.dcm,1.2.840.10008.1.2.4.70
571471490.dcm,1.2.840.10008.1.2.4.70
635935593.dcm,1.2.840.10008.1.2.4.70
74521769.dcm,1.2.840.10008.1.2.4.70
961642136.dcm,1.2.840.10008.1.2.4.70
1859340051.dcm,1.2.840.10008.1.2.4.70
1929037711.dcm,1.2.840.10008.1.2.4.70
2109530754.dcm,1.2.840.10008.1.2.4.70
2113821527.dcm,1.2.840.10008.1.2.4.70
1241585839.dcm,1.2.840.10008.1.2.4.70
1246256672.dcm,1.2.840.10008.1.2.4.70
2062470089.dcm,1.2.840.10008.1.2.4.70
27969942.dcm,1.2.840.10008.1.2.4.70
1127311056.dcm,1.2.840.10008.1.2.4.70
1559077949.dcm,1.2.840.10008.1.2.4.70
1593333872.dcm,1.2.840.10008.1.2.4.70
38764571.dcm,1.2.840.10008.1.2.4.70
864707151.dcm,1.2.840.10008.1.2.4.70
1096308702.dcm,1.2.840.10008.1.2.4.70
1222153975.dcm,1.2.840.10008.1.2.4.70
1810004579.dcm,1.2.840.10008.1.2.4.70
2016521032.dcm,1.2.840.10008.1.2.4.70
59394641.dcm,1.2.840.10008.1.2.4.70
1095179206.dcm,1.2.840.10008.1.2.4.70
1188906080.dcm,1.2.840.10008.1.2.4.70
1346581457.dcm,1.2.840.10008.1.2.4.70
1371307297.dcm,1.2.840.10008.1.2.4.70
399824442.dcm,1.2.840.10008.1.2.4.70
118305060.dcm,1.2.840.10008.1.2.4.90
2044557540.dcm,1.2.840.10008.1.2.4.90
32767676.dcm,1.2.840.10008.1.2.4.90
90627689.dcm,1.2.840.10008.1.2.4.90
1339170303.dcm,1.2.840.10008.1.2.4.70
1802781738.dcm,1.2.840.10008.1.2.4.70
2041036912.dcm,1.2.840.10008.1.2.4.70
2120226240.dcm,1.2.840.10008.1.2.4.70
100531881.dcm,1.2.840.10008.1.2.4.70
1191615895.dcm,1.2.840.10008.1.2.4.70
1259210781.dcm,1.2.840.10008.1.2.4.70
480059535.dcm,1.2.840.10008.1.2.4.70
1278455468.dcm,1.2.840.10008.1.2.4.90
207205526.dcm,1.2.840.10008.1.2.4.90
274460755.dcm,1.2.840.10008.1.2.4.90
870358339.dcm,1.2.840.10008.1.2.4.90
1746622881.dcm,1.2.840.10008.1.2.4.90
265372528.dcm,1.2.840.10008.1.2.4.90
469163681.dcm,1.2.840.10008.1.2.4.90
478741437.dcm,1.2.840.10008.1.2.4.90
1976923246.dcm,1.2.840.10008.1.2.4.90
199041775.dcm,1.2.840.10008.1.2.4.90
2127215319.dcm,1.2.840.10008.1.2.4.90
671458270.dcm,1.2.840.10008.1.2.4.90
1476548368.dcm,1.2.840.10008.1.2.4.90
1642628853.dcm,1.2.840.10008.1.2.4.90
429182904.dcm,1.2.840.10008.1.2.4.90
881539219.dcm,1.2.840.10008.1.2.4.90
314729052.dcm,1.2.840.10008.1.2.4.70
391631617.dcm,1.2.840.10008.1.2.4.70
723080382.dcm,1.2.840.10008.1.2.4.70
995059790.dcm,1.2.840.10008.1.2.4.70
2095080751.dcm,1.2.840.10008.1.2.4.90
697632862.dcm,1.2.840.10008.1.2.4.90
886870015.dcm,1.2.840.10008.1.2.4.90
919620735.dcm,1.2.840.10008.1.2.4.90
1057977754.dcm,1.2.840.10008.1.2.4.90
1647122931.dcm,1.2.840.10008.1.2.4.90
1883297363.dcm,1.2.840.10008.1.2.4.90
993674425.dcm,1.2.840.10008.1.2.4.90
1008125374.dcm,1.2.840.10008.1.2.4.90
2083409883.dcm,1.2.840.10008.1.2.4.90
519343164.dcm,1.2.840.10008.1.2.4.90
698279463.dcm,1.2.840.10008.1.2.4.90
1115973245.dcm,1.2.840.10008.1.2.4.90
2022606354.dcm,1.2.840.10008.1.2.4.90
327619354.dcm,1.2.840.10008.1.2.4.90
451930968.dcm,1.2.840.10008.1.2.4.90
860231961.dcm,1.2.840.10008.1.2.4.90
101376851.dcm,1.2.840.10008.1.2.4.70
148597603.dcm,1.2.840.10008.1.2.4.70
1611837995.dcm,1.2.840.10008.1.2.4.70
1978157918.dcm,1.2.840.10008.1.2.4.70
1080572775.dcm,1.2.840.10008.1.2.4.70
465285673.dcm,1.2.840.10008.1.2.4.70
756751679.dcm,1.2.840.10008.1.2.4.70
971287547.dcm,1.2.840.10008.1.2.4.70
1107731245.dcm,1.2.840.10008.1.2.4.90
1141828938.dcm,1.2.840.10008.1.2.4.90
2138368348.dcm,1.2.840.10008.1.2.4.90
231940755.dcm,1.2.840.10008.1.2.4.90
1415178698.dcm,1.2.840.10008.1.2.4.70
1674234383.dcm,1.2.840.10008.1.2.4.70
1770994656.dcm,1.2.840.10008.1.2.4.70
2051272841.dcm,1.2.840.10008.1.2.4.70
2128026498.dcm,1.2.840.10008.1.2.4.70
327342669.dcm,1.2.840.10008.1.2.4.70
518009807.dcm,1.2.840.10008.1.2.4.70
54042579.dcm,1.2.840.10008.1.2.4.70
109752360.dcm,1.2.840.10008.1.2.4.90
158578018.dcm,1.2.840.10008.1.2.4.90
1619822516.dcm,1.2.840.10008.1.2.4.90
1861144573.dcm,1.2.840.10008.1.2.4.90
1063508803.dcm,1.2.840.10008.1.2.4.90
1512776726.dcm,1.2.840.10008.1.2.4.90
2014921616.dcm,1.2.840.10008.1.2.4.90
2136760313.dcm,1.2.840.10008.1.2.4.90
1345892802.dcm,1.2.840.10008.1.2.4.90
2106514424.dcm,1.2.840.10008.1.2.4.90
536224405.dcm,1.2.840.10008.1.2.4.90
958717553.dcm,1.2.840.10008.1.2.4.90
1019779487.dcm,1.2.840.10008.1.2.4.90
117774784.dcm,1.2.840.10008.1.2.4.90
1477695174.dcm,1.2.840.10008.1.2.4.90
94279331.dcm,1.2.840.10008.1.2.4.90
1030542061.dcm,1.2.840.10008.1.2.4.70
2065682925.dcm,1.2.840.10008.1.2.4.70
220684820.dcm,1.2.840.10008.1.2.4.70
578429039.dcm,1.2.840.10008.1.2.4.70
766028876.dcm,1.2.840.10008.1.2.4.70
864460834.dcm,1.2.840.10008.1.2.4.70
1063868476.dcm,1.2.840.10008.1.2.4.90
1169832912.dcm,1.2.840.10008.1.2.4.90
692524915.dcm,1.2.840.10008.1.2.4.90
971623295.dcm,1.2.840.10008.1.2.4.90
1258119098.dcm,1.2.840.10008.1.2.4.90
1837470234.dcm,1.2.840.10008.1.2.4.90
2118941783.dcm,1.2.840.10008.1.2.4.90
265764266.dcm,1.2.840.10008.1.2.4.90
1023829054.dcm,1.2.840.10008.1.2.4.70
1231007853.dcm,1.2.840.10008.1.2.4.70
1303497232.dcm,1.2.840.10008.1.2.4.70
1571445534.dcm,1.2.840.10008.1.2.4.70
1344266027.dcm,1.2.840.10008.1.2.4.70
1407646878.dcm,1.2.840.10008.1.2.4.70
1680862182.dcm,1.2.840.10008.1.2.4.70
252493965.dcm,1.2.840.10008.1.2.4.70
1243708221.dcm,1.2.840.10008.1.2.4.90
1535979814.dcm,1.2.840.10008.1.2.4.90
1819158259.dcm,1.2.840.10008.1.2.4.90
937969776.dcm,1.2.840.10008.1.2.4.90
1219093079.dcm,1.2.840.10008.1.2.4.70
1301127343.dcm,1.2.840.10008.1.2.4.70
1391694656.dcm,1.2.840.10008.1.2.4.70
1779569878.dcm,1.2.840.10008.1.2.4.70
2015757392.dcm,1.2.840.10008.1.2.4.70
597771506.dcm,1.2.840.10008.1.2.4.70
1375251365.dcm,1.2.840.10008.1.2.4.70
1632245862.dcm,1.2.840.10008.1.2.4.70
176672465.dcm,1.2.840.10008.1.2.4.70
1862605458.dcm,1.2.840.10008.1.2.4.70
243462620.dcm,1.2.840.10008.1.2.4.70
262944878.dcm,1.2.840.10008.1.2.4.70
109895991.dcm,1.2.840.10008.1.2.4.90
116486193.dcm,1.2.840.10008.1.2.4.90
1921691395.dcm,1.2.840.10008.1.2.4.90
524181186.dcm,1.2.840.10008.1.2.4.90
145416761.dcm,1.2.840.10008.1.2.4.90
1574263527.dcm,1.2.840.10008.1.2.4.90
1910630022.dcm,1.2.840.10008.1.2.4.90
835254044.dcm,1.2.840.10008.1.2.4.90
1185244951.dcm,1.2.840.10008.1.2.4.70
1348995716.dcm,1.2.840.10008.1.2.4.70
1637357035.dcm,1.2.840.10008.1.2.4.70
1969692287.dcm,1.2.840.10008.1.2.4.70
1294011643.dcm,1.2.840.10008.1.2.4.90
235335334.dcm,1.2.840.10008.1.2.4.90
737625324.dcm,1.2.840.10008.1.2.4.90
937718817.dcm,1.2.840.10008.1.2.4.90
13984309.dcm,1.2.840.10008.1.2.4.70
1502605245.dcm,1.2.840.10008.1.2.4.70
1882764823.dcm,1.2.840.10008.1.2.4.70
2139296168.dcm,1.2.840.10008.1.2.4.70
1037538710.dcm,1.2.840.10008.1.2.4.90
1248943588.dcm,1.2.840.10008.1.2.4.90
1839089677.dcm,1.2.840.10008.1.2.4.90
446245731.dcm,1.2.840.10008.1.2.4.90
1726562879.dcm,1.2.840.10008.1.2.4.90
2071926579.dcm,1.2.840.10008.1.2.4.90
463070125.dcm,1.2.840.10008.1.2.4.90
503361456.dcm,1.2.840.10008.1.2.4.90
1562697609.dcm,1.2.840.10008.1.2.4.70
1970327379.dcm,1.2.840.10008.1.2.4.70
223391501.dcm,1.2.840.10008.1.2.4.70
320906700.dcm,1.2.840.10008.1.2.4.70
332534551.dcm,1.2.840.10008.1.2.4.70
390085683.dcm,1.2.840.10008.1.2.4.70
2050760270.dcm,1.2.840.10008.1.2.4.70
2098499524.dcm,1.2.840.10008.1.2.4.70
365435745.dcm,1.2.840.10008.1.2.4.70
63471846.dcm,1.2.840.10008.1.2.4.70
642804651.dcm,1.2.840.10008.1.2.4.70
107226873.dcm,1.2.840.10008.1.2.4.70
444954895.dcm,1.2.840.10008.1.2.4.70
454434140.dcm,1.2.840.10008.1.2.4.70
548382046.dcm,1.2.840.10008.1.2.4.70
10593781.dcm,1.2.840.10008.1.2.4.70
1344179355.dcm,1.2.840.10008.1.2.4.70
313248559.dcm,1.2.840.10008.1.2.4.70
909007571.dcm,1.2.840.10008.1.2.4.70
1253815986.dcm,1.2.840.10008.1.2.4.70
125663785.dcm,1.2.840.10008.1.2.4.70
1385990502.dcm,1.2.840.10008.1.2.4.70
1737379817.dcm,1.2.840.10008.1.2.4.70
558831999.dcm,1.2.840.10008.1.2.4.70
647104804.dcm,1.2.840.10008.1.2.4.70
1608546074.dcm,1.2.840.10008.1.2.4.90
1609873402.dcm,1.2.840.10008.1.2.4.90
185407699.dcm,1.2.840.10008.1.2.4.90
737651678.dcm,1.2.840.10008.1.2.4.90
1300530570.dcm,1.2.840.10008.1.2.4.70
1337026531.dcm,1.2.840.10008.1.2.4.70
1770556800.dcm,1.2.840.10008.1.2.4.70
796305172.dcm,1.2.840.10008.1.2.4.70
1442924650.dcm,1.2.840.10008.1.2.4.90
1683366886.dcm,1.2.840.10008.1.2.4.90
1882908234.dcm,1.2.840.10008.1.2.4.90
2060535197.dcm,1.2.840.10008.1.2.4.90
985749726.dcm,1.2.840.10008.1.2.4.90
1034781820.dcm,1.2.840.10008.1.2.4.70
142956131.dcm,1.2.840.10008.1.2.4.70
1447556282.dcm,1.2.840.10008.1.2.4.70
2079752072.dcm,1.2.840.10008.1.2.4.70
162716462.dcm,1.2.840.10008.1.2.4.70
462488713.dcm,1.2.840.10008.1.2.4.70
568376096.dcm,1.2.840.10008.1.2.4.70
74205341.dcm,1.2.840.10008.1.2.4.70
884439615.dcm,1.2.840.10008.1.2.4.70
918318565.dcm,1.2.840.10008.1.2.4.70
1114682566.dcm,1.2.840.10008.1.2.4.70
113282446.dcm,1.2.840.10008.1.2.4.70
1311738455.dcm,1.2.840.10008.1.2.4.70
1488125395.dcm,1.2.840.10008.1.2.4.70
1701179843.dcm,1.2.840.10008.1.2.4.70
2120330769.dcm,1.2.840.10008.1.2.4.70
1044545235.dcm,1.2.840.10008.1.2.4.70
1338884652.dcm,1.2.840.10008.1.2.4.70
1938557185.dcm,1.2.840.10008.1.2.4.70
376242680.dcm,1.2.840.10008.1.2.4.70
683301387.dcm,1.2.840.10008.1.2.4.70
1204482923.dcm,1.2.840.10008.1.2.4.70
1899756297.dcm,1.2.840.10008.1.2.4.70
455204256.dcm,1.2.840.10008.1.2.4.70
858160878.dcm,1.2.840.10008.1.2.4.70
1431701657.dcm,1.2.840.10008.1.2.4.70
1782861244.dcm,1.2.840.10008.1.2.4.70
179261526.dcm,1.2.840.10008.1.2.4.70
2055429833.dcm,1.2.840.10008.1.2.4.70
702352177.dcm,1.2.840.10008.1.2.4.70
2031432611.dcm,1.2.840.10008.1.2.4.70
253872340.dcm,1.2.840.10008.1.2.4.70
834409327.dcm,1.2.840.10008.1.2.4.70
926754393.dcm,1.2.840.10008.1.2.4.70
996278820.dcm,1.2.840.10008.1.2.4.70
1896045426.dcm,1.2.840.10008.1.2.4.90
2082934349.dcm,1.2.840.10008.1.2.4.90
372683610.dcm,1.2.840.10008.1.2.4.90
886255913.dcm,1.2.840.10008.1.2.4.90
1105559466.dcm,1.2.840.10008.1.2.4.90
1203651221.dcm,1.2.840.10008.1.2.4.90
1208321054.dcm,1.2.840.10008.1.2.4.90
1596998675.dcm,1.2.840.10008.1.2.4.90
1804497289.dcm,1.2.840.10008.1.2.4.90
1073049948.dcm,1.2.840.10008.1.2.4.70
1156867790.dcm,1.2.840.10008.1.2.4.70
1721151785.dcm,1.2.840.10008.1.2.4.70
877773253.dcm,1.2.840.10008.1.2.4.70
1085527870.dcm,1.2.840.10008.1.2.4.90
1823325277.dcm,1.2.840.10008.1.2.4.90
1890026310.dcm,1.2.840.10008.1.2.4.90
610659709.dcm,1.2.840.10008.1.2.4.90
1436396421.dcm,1.2.840.10008.1.2.4.70
396513659.dcm,1.2.840.10008.1.2.4.70
607107054.dcm,1.2.840.10008.1.2.4.70
852049681.dcm,1.2.840.10008.1.2.4.70
1434950304.dcm,1.2.840.10008.1.2.4.90
1684258177.dcm,1.2.840.10008.1.2.4.90
1826156175.dcm,1.2.840.10008.1.2.4.90
663038414.dcm,1.2.840.10008.1.2.4.90
1676571547.dcm,1.2.840.10008.1.2.4.70
1703789822.dcm,1.2.840.10008.1.2.4.70
177754979.dcm,1.2.840.10008.1.2.4.70
1790456354.dcm,1.2.840.10008.1.2.4.70
785658192.dcm,1.2.840.10008.1.2.4.70
1012895057.dcm,1.2.840.10008.1.2.4.90
1124915237.dcm,1.2.840.10008.1.2.4.90
1705275223.dcm,1.2.840.10008.1.2.4.90
948058868.dcm,1.2.840.10008.1.2.4.90
1178808620.dcm,1.2.840.10008.1.2.4.70
2033849614.dcm,1.2.840.10008.1.2.4.70
354816390.dcm,1.2.840.10008.1.2.4.70
801982551.dcm,1.2.840.10008.1.2.4.70
1110487053.dcm,1.2.840.10008.1.2.4.70
1469338489.dcm,1.2.840.10008.1.2.4.70
170659867.dcm,1.2.840.10008.1.2.4.70
1753565477.dcm,1.2.840.10008.1.2.4.70
770935955.dcm,1.2.840.10008.1.2.4.70
1965578212.dcm,1.2.840.10008.1.2.4.90
2040707686.dcm,1.2.840.10008.1.2.4.90
280997418.dcm,1.2.840.10008.1.2.4.90
939197701.dcm,1.2.840.10008.1.2.4.90
1143038723.dcm,1.2.840.10008.1.2.4.90
1301227817.dcm,1.2.840.10008.1.2.4.90
168556633.dcm,1.2.840.10008.1.2.4.90
868463870.dcm,1.2.840.10008.1.2.4.90
114348131.dcm,1.2.840.10008.1.2.4.90
271940695.dcm,1.2.840.10008.1.2.4.90
310864877.dcm,1.2.840.10008.1.2.4.90
777871938.dcm,1.2.840.10008.1.2.4.90
1007602657.dcm,1.2.840.10008.1.2.4.90
1383703494.dcm,1.2.840.10008.1.2.4.90
305778873.dcm,1.2.840.10008.1.2.4.90
679497008.dcm,1.2.840.10008.1.2.4.90
1144274527.dcm,1.2.840.10008.1.2.4.70
205026172.dcm,1.2.840.10008.1.2.4.70
2099359072.dcm,1.2.840.10008.1.2.4.70
41321230.dcm,1.2.840.10008.1.2.4.70
622500947.dcm,1.2.840.10008.1.2.4.70
970904871.dcm,1.2.840.10008.1.2.4.70
1411851313.dcm,1.2.840.10008.1.2.4.90
500266912.dcm,1.2.840.10008.1.2.4.90
701209729.dcm,1.2.840.10008.1.2.4.90
734188415.dcm,1.2.840.10008.1.2.4.90
1079334910.dcm,1.2.840.10008.1.2.4.70
1769822637.dcm,1.2.840.10008.1.2.4.70
1915803121.dcm,1.2.840.10008.1.2.4.70
459878698.dcm,1.2.840.10008.1.2.4.70
1306188387.dcm,1.2.840.10008.1.2.4.90
1699341559.dcm,1.2.840.10008.1.2.4.90
477290994.dcm,1.2.840.10008.1.2.4.90
518692535.dcm,1.2.840.10008.1.2.4.90
592613119.dcm,1.2.840.10008.1.2.4.70
756117837.dcm,1.2.840.10008.1.2.4.70
807976929.dcm,1.2.840.10008.1.2.4.70
963598236.dcm,1.2.840.10008.1.2.4.70
1019636965.dcm,1.2.840.10008.1.2.4.70
1185186309.dcm,1.2.840.10008.1.2.4.70
577950260.dcm,1.2.840.10008.1.2.4.70
707541302.dcm,1.2.840.10008.1.2.4.70
844487705.dcm,1.2.840.10008.1.2.4.70
1002077259.dcm,1.2.840.10008.1.2.4.70
1234945612.dcm,1.2.840.10008.1.2.4.70
1420700432.dcm,1.2.840.10008.1.2.4.70
166857870.dcm,1.2.840.10008.1.2.4.70
768856052.dcm,1.2.840.10008.1.2.4.70
1311759636.dcm,1.2.840.10008.1.2.4.90
1642742026.dcm,1.2.840.10008.1.2.4.90
304396798.dcm,1.2.840.10008.1.2.4.90
892334820.dcm,1.2.840.10008.1.2.4.90
1062355012.dcm,1.2.840.10008.1.2.4.70
1952816084.dcm,1.2.840.10008.1.2.4.70
2039406817.dcm,1.2.840.10008.1.2.4.70
792525089.dcm,1.2.840.10008.1.2.4.70
1108106564.dcm,1.2.840.10008.1.2.4.70
1397289568.dcm,1.2.840.10008.1.2.4.70
1397579358.dcm,1.2.840.10008.1.2.4.70
1452269805.dcm,1.2.840.10008.1.2.4.70
279463167.dcm,1.2.840.10008.1.2.4.70
723413787.dcm,1.2.840.10008.1.2.4.70
1058259033.dcm,1.2.840.10008.1.2.4.70
1543172473.dcm,1.2.840.10008.1.2.4.70
156311728.dcm,1.2.840.10008.1.2.4.70
461108172.dcm,1.2.840.10008.1.2.4.70
2081480952.dcm,1.2.840.10008.1.2.4.70
266977441.dcm,1.2.840.10008.1.2.4.70
502741778.dcm,1.2.840.10008.1.2.4.70
68161251.dcm,1.2.840.10008.1.2.4.70
744730557.dcm,1.2.840.10008.1.2.4.70
908328459.dcm,1.2.840.10008.1.2.4.70
1157761866.dcm,1.2.840.10008.1.2.4.90
393055081.dcm,1.2.840.10008.1.2.4.90
581392058.dcm,1.2.840.10008.1.2.4.90
878484933.dcm,1.2.840.10008.1.2.4.90
1742729458.dcm,1.2.840.10008.1.2.4.90
531793626.dcm,1.2.840.10008.1.2.4.90
576777410.dcm,1.2.840.10008.1.2.4.90
587493119.dcm,1.2.840.10008.1.2.4.90
1673499516.dcm,1.2.840.10008.1.2.4.70
1733062262.dcm,1.2.840.10008.1.2.4.70
2058433052.dcm,1.2.840.10008.1.2.4.70
2059991431.dcm,1.2.840.10008.1.2.4.70
273269313.dcm,1.2.840.10008.1.2.4.70
375415742.dcm,1.2.840.10008.1.2.4.90
515065090.dcm,1.2.840.10008.1.2.4.90
740654395.dcm,1.2.840.10008.1.2.4.90
872852438.dcm,1.2.840.10008.1.2.4.90
110571972.dcm,1.2.840.10008.1.2.4.70
1684456324.dcm,1.2.840.10008.1.2.4.70
1741511677.dcm,1.2.840.10008.1.2.4.70
1861616078.dcm,1.2.840.10008.1.2.4.70
449769090.dcm,1.2.840.10008.1.2.4.70
478166948.dcm,1.2.840.10008.1.2.4.70
1191431997.dcm,1.2.840.10008.1.2.4.70
1416339401.dcm,1.2.840.10008.1.2.4.70
1470448669.dcm,1.2.840.10008.1.2.4.70
1638608645.dcm,1.2.840.10008.1.2.4.70
41610366.dcm,1.2.840.10008.1.2.4.70
137961824.dcm,1.2.840.10008.1.2.4.70
1552134322.dcm,1.2.840.10008.1.2.4.70
1753303399.dcm,1.2.840.10008.1.2.4.70
241926138.dcm,1.2.840.10008.1.2.4.70
380350032.dcm,1.2.840.10008.1.2.4.70
64163305.dcm,1.2.840.10008.1.2.4.70
99792151.dcm,1.2.840.10008.1.2.4.70
1230753968.dcm,1.2.840.10008.1.2.4.90
1612140199.dcm,1.2.840.10008.1.2.4.90
1949862161.dcm,1.2.840.10008.1.2.4.90
399222572.dcm,1.2.840.10008.1.2.4.90
1614276869.dcm,1.2.840.10008.1.2.4.70
1691462054.dcm,1.2.840.10008.1.2.4.70
1939031267.dcm,1.2.840.10008.1.2.4.70
307771716.dcm,1.2.840.10008.1.2.4.70
626059719.dcm,1.2.840.10008.1.2.4.70
1024073522.dcm,1.2.840.10008.1.2.4.90
1324896113.dcm,1.2.840.10008.1.2.4.90
776011358.dcm,1.2.840.10008.1.2.4.90
941209233.dcm,1.2.840.10008.1.2.4.90
1172598498.dcm,1.2.840.10008.1.2.4.90
1263081072.dcm,1.2.840.10008.1.2.4.90
1815418822.dcm,1.2.840.10008.1.2.4.90
945102669.dcm,1.2.840.10008.1.2.4.90
1102816858.dcm,1.2.840.10008.1.2.4.90
1103920461.dcm,1.2.840.10008.1.2.4.90
1204133269.dcm,1.2.840.10008.1.2.4.90
2124614260.dcm,1.2.840.10008.1.2.4.90
1078678342.dcm,1.2.840.10008.1.2.4.90
1286310016.dcm,1.2.840.10008.1.2.4.90
1367190130.dcm,1.2.840.10008.1.2.4.90
464827949.dcm,1.2.840.10008.1.2.4.90
1069030033.dcm,1.2.840.10008.1.2.4.70
1560973296.dcm,1.2.840.10008.1.2.4.70
1812305728.dcm,1.2.840.10008.1.2.4.70
723300969.dcm,1.2.840.10008.1.2.4.70
1398412219.dcm,1.2.840.10008.1.2.4.90
1456189463.dcm,1.2.840.10008.1.2.4.90
2052967421.dcm,1.2.840.10008.1.2.4.90
901331523.dcm,1.2.840.10008.1.2.4.90
1011506920.dcm,1.2.840.10008.1.2.4.70
1290349619.dcm,1.2.840.10008.1.2.4.70
1740457075.dcm,1.2.840.10008.1.2.4.70
1743516607.dcm,1.2.840.10008.1.2.4.70
2074298627.dcm,1.2.840.10008.1.2.4.70
555166884.dcm,1.2.840.10008.1.2.4.70
1159492822.dcm,1.2.840.10008.1.2.4.70
1478071822.dcm,1.2.840.10008.1.2.4.70
1904112044.dcm,1.2.840.10008.1.2.4.70
2099837127.dcm,1.2.840.10008.1.2.4.70
762498700.dcm,1.2.840.10008.1.2.4.70
119034726.dcm,1.2.840.10008.1.2.4.70
1375504234.dcm,1.2.840.10008.1.2.4.70
1720934565.dcm,1.2.840.10008.1.2.4.70
1882405646.dcm,1.2.840.10008.1.2.4.70
420555027.dcm,1.2.840.10008.1.2.4.70
1187394365.dcm,1.2.840.10008.1.2.4.70
1232905516.dcm,1.2.840.10008.1.2.4.70
1548313911.dcm,1.2.840.10008.1.2.4.70
271416894.dcm,1.2.840.10008.1.2.4.70
47515441.dcm,1.2.840.10008.1.2.4.70
550628390.dcm,1.2.840.10008.1.2.4.70
757337371.dcm,1.2.840.10008.1.2.4.70
841776897.dcm,1.2.840.10008.1.2.4.70
1456940089.dcm,1.2.840.10008.1.2.4.90
168736695.dcm,1.2.840.10008.1.2.4.90
387917588.dcm,1.2.840.10008.1.2.4.90
506777074.dcm,1.2.840.10008.1.2.4.90
139225304.dcm,1.2.840.10008.1.2.4.90
1425246696.dcm,1.2.840.10008.1.2.4.90
1533425805.dcm,1.2.840.10008.1.2.4.90
273170289.dcm,1.2.840.10008.1.2.4.90
1076502758.dcm,1.2.840.10008.1.2.4.70
1840111737.dcm,1.2.840.10008.1.2.4.70
310949052.dcm,1.2.840.10008.1.2.4.70
934222597.dcm,1.2.840.10008.1.2.4.70
1458291271.dcm,1.2.840.10008.1.2.4.90
188441973.dcm,1.2.840.10008.1.2.4.90
2146260819.dcm,1.2.840.10008.1.2.4.90
881272652.dcm,1.2.840.10008.1.2.4.90
1030064821.dcm,1.2.840.10008.1.2.4.90
1418460174.dcm,1.2.840.10008.1.2.4.90
1642680228.dcm,1.2.840.10008.1.2.4.90
1764858773.dcm,1.2.840.10008.1.2.4.90
2060034495.dcm,1.2.840.10008.1.2.4.90
555880307.dcm,1.2.840.10008.1.2.4.90
580183469.dcm,1.2.840.10008.1.2.4.90
773440411.dcm,1.2.840.10008.1.2.4.90
1256062126.dcm,1.2.840.10008.1.2.4.90
1292971928.dcm,1.2.840.10008.1.2.4.90
1460195104.dcm,1.2.840.10008.1.2.4.90
414628279.dcm,1.2.840.10008.1.2.4.90
10078151.dcm,1.2.840.10008.1.2.4.70
1737669087.dcm,1.2.840.10008.1.2.4.70
1772616520.dcm,1.2.840.10008.1.2.4.70
1782012720.dcm,1.2.840.10008.1.2.4.70
2046091102.dcm,1.2.840.10008.1.2.4.70
456815068.dcm,1.2.840.10008.1.2.4.70
111743010.dcm,1.2.840.10008.1.2.4.90
1302170471.dcm,1.2.840.10008.1.2.4.90
296835095.dcm,1.2.840.10008.1.2.4.90
380413220.dcm,1.2.840.10008.1.2.4.90
1769622838.dcm,1.2.840.10008.1.2.4.90
545737665.dcm,1.2.840.10008.1.2.4.90
737869206.dcm,1.2.840.10008.1.2.4.90
